interaction_id,user_id,job_id,event_type,timestamp,duration_sec,source,device
4897,4956,214,apply,2026-02-16 17:14,56,recommendation,tablet
4898,5503,2946,apply,2026-02-27 08:06,229,email,mobile
4899,2787,2205,save,2026-04-09 18:05,171,email,tablet
4900,4811,2442,apply,2026-03-29 08:48,41,email,tablet
4901,3379,2885,apply,2026-02-03 12:39,50,search,desktop
4902,4529,1833,save,2026-03-25 15:10,44,search,tablet
4903,5775,904,click,2026-03-08 23:37,277,recommendation,desktop
4904,5279,2179,save,2026-01-13 12:17,203,recommendation,tablet
4905,5293,2303,view,2026-04-02 05:28,237,email,tablet
4906,5495,1317,apply,2026-04-12 12:43,141,email,desktop
4907,2729,414,view,2026-03-26 16:14,215,recommendation,desktop
4908,2205,577,apply,2026-04-09 02:48,255,direct,tablet
4909,2482,114,view,2026-02-28 06:42,88,search,tablet
4910,3603,2037,save,2026-04-03 01:31,71,email,mobile
4911,3917,90,view,2026-01-28 09:27,161,direct,desktop
4912,2741,649,click,2026-03-03 16:52,179,recommendation,mobile
4913,3526,475,click,2026-01-21 08:45,281,direct,desktop
4914,5751,1363,view,2026-04-10 09:41,170,search,mobile
4915,3607,156,save,2026-01-30 08:05,252,direct,mobile
4916,4068,1241,view,2026-04-23 05:47,280,recommendation,tablet
4917,2973,2122,click,2026-01-28 22:31,24,email,mobile
4918,3319,1399,view,2026-05-10 00:51,234,email,tablet
4919,4955,1509,click,2026-01-27 19:44,112,direct,mobile
4920,4089,2511,apply,2026-03-18 01:07,18,direct,tablet
4921,4533,2059,click,2026-05-01 21:44,18,direct,tablet
4922,4398,557,apply,2026-01-24 07:03,71,recommendation,mobile
4923,2561,128,view,2026-01-29 14:30,114,direct,tablet
4924,2932,2504,save,2026-04-12 20:01,90,search,tablet
4925,2353,251,apply,2026-01-17 23:45,168,email,mobile
4926,5147,84,view,2026-02-01 12:30,70,direct,mobile
4927,1506,2393,view,2026-02-02 18:54,177,email,desktop
4928,5822,500,save,2026-04-27 22:57,247,recommendation,desktop
4929,3524,548,apply,2026-02-22 02:20,118,recommendation,desktop
4930,3016,250,click,2026-04-14 21:02,222,direct,mobile
4931,5452,1996,save,2026-03-21 16:58,96,email,desktop
4932,4540,269,view,2026-04-25 02:21,287,recommendation,tablet
4933,1502,1091,save,2026-01-19 09:56,84,direct,tablet
4934,3031,2770,click,2026-04-26 16:47,9,recommendation,tablet
4935,3356,1084,apply,2026-04-07 02:49,44,search,desktop
4936,5012,2400,apply,2026-03-27 23:54,162,recommendation,tablet
4937,2515,1539,save,2026-01-23 20:57,112,email,desktop
4938,4593,1257,view,2026-01-22 03:28,145,recommendation,tablet
4939,5072,708,click,2026-04-28 23:51,92,direct,mobile
4940,1809,543,click,2026-03-08 20:58,238,direct,tablet
4941,5873,2815,view,2026-05-01 21:59,254,email,desktop
4942,5758,1011,click,2026-04-08 22:47,172,recommendation,tablet
4943,2887,2708,save,2026-02-06 12:16,99,direct,desktop
4944,2567,2958,save,2026-03-15 20:04,89,email,mobile
4945,4405,846,apply,2026-05-10 16:50,273,recommendation,tablet
4946,2362,218,save,2026-01-22 23:30,80,direct,desktop
4947,4687,1994,apply,2026-01-20 05:11,295,direct,desktop
4948,5356,1812,click,2026-01-22 23:22,89,search,tablet
4949,2826,2087,save,2026-05-02 11:04,141,recommendation,tablet
4950,5317,2032,view,2026-04-21 07:14,261,direct,tablet
4951,3805,1476,apply,2026-05-06 09:46,54,direct,desktop
4952,1521,2621,apply,2026-05-03 20:01,33,email,desktop
4953,1336,1018,apply,2026-04-21 20:12,184,email,tablet
4954,5230,2524,click,2026-02-12 05:17,62,recommendation,tablet
4955,4045,910,click,2026-04-05 04:13,164,recommendation,desktop
4956,1692,1334,save,2026-03-26 16:22,222,recommendation,desktop
4957,1666,2976,apply,2026-04-23 16:56,230,direct,mobile
4958,4347,1863,view,2026-02-02 14:41,122,recommendation,mobile
4959,4512,2920,apply,2026-04-22 05:56,238,email,tablet
4960,5053,1702,save,2026-01-30 14:23,47,search,tablet
4961,1191,2964,click,2026-02-02 05:06,201,search,mobile
4962,5310,976,click,2026-04-10 11:21,230,recommendation,desktop
4963,1277,840,view,2026-04-17 08:55,123,direct,mobile
4964,4015,2000,save,2026-05-08 11:40,78,direct,mobile
4965,5484,2600,view,2026-05-12 01:58,48,recommendation,desktop
4966,1453,2294,view,2026-03-10 11:01,270,search,tablet
4967,1180,2580,view,2026-04-27 20:32,145,recommendation,mobile
4968,4449,911,save,2026-05-05 12:05,64,direct,desktop
4969,3653,2540,view,2026-03-08 18:12,148,email,tablet
4970,2032,368,save,2026-03-11 20:55,262,email,mobile
4971,2069,828,view,2026-04-06 23:54,234,recommendation,mobile
4972,3564,47,view,2026-02-19 20:45,76,recommendation,mobile
4973,4473,424,apply,2026-01-16 23:14,148,recommendation,desktop
4974,1942,1521,click,2026-03-19 07:55,299,recommendation,mobile
4975,1616,412,save,2026-01-17 23:47,25,recommendation,desktop
4976,3427,2110,view,2026-05-04 21:23,117,search,tablet
4977,3426,1950,save,2026-02-15 18:37,264,email,desktop
4978,2116,1357,save,2026-02-07 00:47,245,email,tablet
4979,1934,2843,save,2026-02-25 02:35,250,search,desktop
4980,5758,2574,click,2026-03-05 13:09,208,email,desktop
4981,4263,970,apply,2026-01-19 08:17,93,recommendation,tablet
4982,3843,962,save,2026-05-07 01:36,288,direct,tablet
4983,2971,1973,apply,2026-04-14 19:41,71,recommendation,desktop
4984,1599,2032,click,2026-04-30 15:23,183,recommendation,mobile
4985,1806,1124,save,2026-04-10 23:55,50,email,tablet
4986,1333,2207,view,2026-04-04 11:47,111,recommendation,mobile
4987,2209,2357,apply,2026-02-22 14:09,163,recommendation,desktop
4988,1171,2461,view,2026-03-23 00:41,52,recommendation,mobile
4989,3933,1819,apply,2026-04-01 03:58,51,direct,desktop
4990,5716,1009,apply,2026-02-26 22:05,95,direct,tablet
4991,3727,2704,click,2026-04-16 20:26,33,search,tablet
4992,4766,1001,view,2026-02-18 01:09,28,direct,mobile
4993,4931,357,apply,2026-01-11 11:50,131,email,mobile
4994,2234,2547,apply,2026-05-03 16:10,49,email,tablet
4995,3098,1276,save,2026-01-30 08:57,189,search,tablet
4996,4020,1639,view,2026-01-16 14:41,190,direct,desktop
4997,1009,1651,click,2026-03-08 07:17,239,search,mobile
4998,4134,597,apply,2026-02-12 22:44,191,direct,mobile
4999,1787,1015,view,2026-02-28 05:56,227,email,desktop
5000,4693,2299,apply,2026-04-05 01:32,151,recommendation,desktop
5001,2469,1435,click,2026-04-09 13:16,221,direct,tablet
5002,1683,434,apply,2026-03-28 04:07,64,direct,desktop
5003,4761,2437,save,2026-04-29 23:29,95,email,desktop
5004,2742,2533,save,2026-04-16 22:57,88,search,mobile
5005,1948,2618,view,2026-01-31 22:07,178,recommendation,desktop
5006,4025,290,view,2026-01-28 15:58,25,direct,tablet
5007,4367,1044,apply,2026-05-01 15:29,125,recommendation,mobile
5008,4246,2055,save,2026-04-27 06:20,48,direct,desktop
5009,5883,2750,click,2026-05-12 02:38,146,search,tablet
5010,2170,261,view,2026-04-07 21:10,200,recommendation,tablet
5011,3755,2928,view,2026-01-17 19:05,32,recommendation,mobile
5012,3495,548,apply,2026-05-03 05:18,29,search,tablet
5013,5966,1794,view,2026-03-15 03:29,173,direct,tablet
5014,2228,2008,save,2026-04-05 00:25,109,search,desktop
5015,3038,592,save,2026-04-08 05:51,34,email,mobile
5016,4149,1506,view,2026-04-29 09:31,132,direct,mobile
5017,1572,1458,view,2026-04-19 21:27,156,search,desktop
5018,4701,1838,view,2026-03-01 19:25,129,search,tablet
5019,1598,2717,save,2026-02-05 05:11,153,recommendation,mobile
5020,5808,292,save,2026-04-30 06:06,220,email,mobile
5021,2578,1735,apply,2026-04-12 05:00,155,direct,desktop
5022,2808,2588,click,2026-02-21 12:21,284,recommendation,tablet
5023,3101,86,apply,2026-03-30 16:53,203,search,mobile
5024,1814,769,apply,2026-03-06 20:26,99,direct,mobile
5025,1438,871,save,2026-04-24 11:30,281,direct,mobile
5026,3135,2428,click,2026-02-27 03:00,230,email,mobile
5027,5449,2370,apply,2026-02-25 17:36,261,email,tablet
5028,1495,742,apply,2026-05-10 22:45,108,direct,mobile
5029,4455,830,apply,2026-04-02 00:56,186,email,desktop
5030,4556,189,click,2026-04-17 01:50,138,search,tablet
5031,3221,2590,save,2026-05-07 22:17,269,email,mobile
5032,5635,709,click,2026-04-04 23:07,183,direct,tablet
5033,2982,2753,view,2026-02-08 15:20,81,email,mobile
5034,2836,1983,apply,2026-03-09 15:46,175,email,mobile
5035,2872,1008,apply,2026-03-18 17:21,110,email,desktop
5036,2530,2645,apply,2026-02-19 08:57,76,search,desktop
5037,3268,1014,save,2026-04-14 04:22,67,direct,mobile
5038,1991,2713,apply,2026-02-10 04:30,107,recommendation,tablet
5039,2416,317,save,2026-04-14 13:57,24,recommendation,mobile
5040,4992,1221,click,2026-03-13 23:58,93,search,tablet
5041,4314,2586,view,2026-03-09 18:05,101,recommendation,tablet
5042,2031,1633,click,2026-04-18 19:41,131,direct,tablet
5043,2122,1829,apply,2026-05-09 10:26,261,search,mobile
5044,3350,2384,save,2026-01-31 01:39,196,direct,mobile
5045,4569,1108,apply,2026-03-13 03:19,18,recommendation,desktop
5046,2815,704,click,2026-04-21 21:27,29,email,desktop
5047,5590,491,view,2026-02-03 11:48,187,email,tablet
5048,2511,1381,click,2026-02-28 21:11,264,search,tablet
5049,3105,1859,save,2026-02-05 11:04,129,direct,tablet
5050,5162,864,apply,2026-03-18 23:49,223,email,tablet
5051,1507,2043,apply,2026-04-08 10:28,257,recommendation,mobile
5052,5840,250,click,2026-01-25 14:41,133,email,desktop
5053,3930,2989,save,2026-01-21 02:25,60,search,desktop
5054,5148,2432,apply,2026-03-17 12:56,112,search,desktop
5055,1021,1077,save,2026-02-03 06:19,288,recommendation,mobile
5056,5626,530,click,2026-03-14 23:40,79,email,desktop
5057,5035,2239,save,2026-02-22 22:39,145,recommendation,mobile
5058,4198,1425,click,2026-04-28 17:44,130,search,mobile
5059,1136,2588,view,2026-01-15 01:58,245,direct,desktop
5060,3864,188,apply,2026-04-27 07:02,244,email,desktop
5061,2321,2428,save,2026-04-25 11:33,47,direct,desktop
5062,5883,178,click,2026-02-11 09:47,26,search,mobile
5063,5401,1096,view,2026-04-23 12:56,152,email,tablet
5064,2789,2887,apply,2026-04-10 09:33,216,recommendation,desktop
5065,5044,903,save,2026-04-12 03:52,105,email,desktop
5066,3270,1050,click,2026-03-09 13:47,180,email,desktop
5067,2626,2017,view,2026-03-22 10:53,190,email,desktop
5068,5848,2926,save,2026-02-24 15:55,38,search,desktop
5069,3499,2557,save,2026-05-11 05:16,6,search,tablet
5070,1303,687,click,2026-03-25 12:20,201,direct,desktop
5071,4369,79,click,2026-04-23 12:12,256,search,desktop
5072,4403,2613,save,2026-02-15 18:33,197,direct,tablet
5073,5339,617,save,2026-02-21 12:24,129,email,tablet
5074,5427,351,apply,2026-04-02 00:49,276,search,desktop
5075,4661,1009,save,2026-01-16 18:54,54,recommendation,mobile
5076,2050,1338,apply,2026-04-24 16:49,27,recommendation,desktop
5077,2760,2832,save,2026-01-19 06:25,24,direct,mobile
5078,4952,2410,save,2026-03-19 11:57,154,email,mobile
5079,2539,254,view,2026-04-01 05:14,286,recommendation,desktop
5080,1952,1638,click,2026-03-28 10:26,70,recommendation,desktop
5081,5018,2964,apply,2026-03-14 19:12,212,recommendation,desktop
5082,1053,277,apply,2026-01-27 00:57,273,search,mobile
5083,5809,1688,view,2026-04-11 07:20,243,direct,desktop
5084,1071,2666,view,2026-03-21 21:49,120,email,desktop
5085,4706,2246,save,2026-05-10 21:52,291,email,desktop
5086,5684,2872,view,2026-04-18 16:36,30,recommendation,desktop
5087,3241,2204,save,2026-03-13 19:32,76,direct,mobile
5088,5381,1428,view,2026-02-12 09:08,203,search,tablet
5089,4070,2599,apply,2026-04-27 07:25,63,email,desktop
5090,5756,1057,save,2026-04-10 20:27,53,recommendation,mobile
5091,1133,562,click,2026-04-28 17:48,63,direct,desktop
5092,1958,992,save,2026-02-27 01:00,160,direct,tablet
5093,1849,618,view,2026-02-26 19:33,17,email,tablet
5094,1740,2625,apply,2026-03-08 20:30,289,email,tablet
5095,5003,2372,apply,2026-01-16 19:21,196,email,desktop
5096,1961,967,click,2026-03-24 02:27,51,search,desktop
5097,4027,1951,apply,2026-04-15 05:17,177,direct,mobile
5098,2714,761,apply,2026-04-30 11:09,26,direct,desktop
5099,2908,2065,apply,2026-01-17 17:04,118,recommendation,desktop
5100,5900,2845,click,2026-02-04 13:40,259,recommendation,mobile
5101,2165,2534,view,2026-01-20 23:57,149,email,desktop
5102,1346,1533,click,2026-01-16 18:42,129,direct,mobile
5103,3063,2681,save,2026-01-30 17:47,214,direct,mobile
5104,5908,1481,click,2026-03-01 15:24,199,email,desktop
5105,1524,273,click,2026-02-04 23:02,232,recommendation,desktop
5106,5756,294,view,2026-02-14 15:01,195,email,desktop
5107,3145,523,view,2026-03-14 22:01,22,search,desktop
5108,5302,1695,save,2026-05-07 22:21,218,recommendation,mobile
5109,4928,2025,click,2026-01-27 11:32,162,direct,desktop
5110,4062,651,save,2026-04-17 12:47,222,recommendation,mobile
5111,4381,875,view,2026-03-25 22:01,300,recommendation,tablet
5112,1965,102,view,2026-02-22 11:12,132,direct,tablet
5113,1935,1533,apply,2026-01-31 19:50,276,recommendation,desktop
5114,2948,1634,click,2026-04-19 12:41,195,recommendation,desktop
5115,4617,610,click,2026-04-16 13:21,64,recommendation,mobile
5116,5407,2491,save,2026-01-26 06:44,128,recommendation,desktop
5117,5655,1552,click,2026-03-08 14:12,62,recommendation,tablet
5118,4929,2677,apply,2026-02-01 07:46,79,recommendation,mobile
5119,2611,713,view,2026-03-24 06:11,281,direct,desktop
5120,4300,2504,view,2026-04-21 02:59,10,direct,desktop
5121,3605,1183,view,2026-04-04 21:44,293,email,tablet
5122,2011,2852,apply,2026-02-12 20:14,115,direct,mobile
5123,5994,101,click,2026-02-13 07:38,46,direct,desktop
5124,5131,729,apply,2026-05-02 05:54,12,email,tablet
5125,4296,1602,click,2026-01-31 12:26,18,direct,mobile
5126,2878,2114,save,2026-03-13 06:18,273,email,tablet
5127,1384,1721,view,2026-01-23 12:33,185,recommendation,tablet
5128,2283,2784,click,2026-01-11 18:52,96,recommendation,tablet
5129,1992,1344,view,2026-01-31 11:48,102,search,mobile
5130,3135,1271,click,2026-04-11 12:19,117,search,desktop
5131,5224,1062,view,2026-03-11 18:50,21,recommendation,tablet
5132,3151,1159,apply,2026-03-16 00:37,95,email,tablet
5133,5727,2166,apply,2026-02-28 05:35,259,search,desktop
5134,2582,2208,save,2026-02-24 14:37,185,direct,tablet
5135,5373,1250,save,2026-02-14 11:42,64,recommendation,mobile
5136,3519,830,view,2026-02-23 06:06,14,recommendation,desktop
5137,4055,2713,save,2026-03-27 01:26,243,recommendation,desktop
5138,1949,2609,view,2026-04-23 09:24,76,search,mobile
5139,4991,750,click,2026-01-26 00:35,26,recommendation,tablet
5140,1766,500,click,2026-01-14 10:46,189,email,mobile
5141,4391,1478,click,2026-03-27 19:38,270,direct,tablet
5142,2197,2017,click,2026-02-24 05:55,154,search,desktop
5143,5157,1851,click,2026-05-07 01:36,90,recommendation,tablet
5144,2212,714,save,2026-02-06 14:19,167,email,tablet
5145,2270,452,save,2026-01-18 11:13,270,recommendation,tablet
5146,3851,1291,save,2026-05-11 12:16,116,direct,desktop
5147,4633,2540,apply,2026-02-21 05:51,152,search,mobile
5148,2696,2444,click,2026-01-28 11:29,269,search,tablet
5149,2678,2167,view,2026-04-19 00:41,240,email,tablet
5150,2634,615,view,2026-05-09 18:26,170,search,desktop
5151,5920,2216,save,2026-04-21 00:44,279,search,mobile
5152,5736,497,click,2026-02-10 06:51,75,search,desktop
5153,5708,229,apply,2026-01-11 13:28,142,direct,mobile
5154,4368,1106,apply,2026-04-24 17:59,257,direct,tablet
5155,2954,2802,click,2026-04-26 00:50,281,search,desktop
5156,3267,226,click,2026-02-18 00:24,216,email,tablet
5157,2205,1685,view,2026-04-16 00:25,198,direct,tablet
5158,3473,2223,apply,2026-03-08 05:57,147,email,desktop
5159,5796,2079,click,2026-03-02 21:05,229,search,mobile
5160,2124,1449,click,2026-03-17 15:21,237,recommendation,mobile
5161,2599,2652,click,2026-03-30 19:54,75,direct,mobile
5162,3825,536,click,2026-01-15 05:57,104,direct,mobile
5163,5873,878,apply,2026-03-04 03:23,168,email,tablet
5164,5720,419,click,2026-04-17 21:26,130,email,tablet
5165,4691,2306,apply,2026-05-02 08:46,94,recommendation,desktop
5166,3988,280,click,2026-02-01 06:24,167,recommendation,tablet
5167,3429,2683,view,2026-04-04 13:32,70,direct,mobile
5168,4049,1481,view,2026-02-27 07:10,207,search,mobile
5169,5445,1124,click,2026-01-20 14:27,76,search,desktop
5170,4909,261,apply,2026-04-26 02:14,294,recommendation,mobile
5171,4477,192,save,2026-02-12 06:50,119,search,desktop
5172,1468,953,save,2026-03-23 17:21,73,search,mobile
5173,5772,1631,view,2026-03-12 11:31,245,recommendation,desktop
5174,1823,2914,click,2026-02-12 21:44,66,recommendation,mobile
5175,3318,998,view,2026-02-10 02:49,69,recommendation,tablet
5176,5788,507,save,2026-04-03 16:01,280,recommendation,desktop
5177,3935,496,save,2026-02-06 08:27,246,direct,desktop
5178,1533,2178,click,2026-01-14 07:36,205,email,mobile
5179,4995,2921,save,2026-04-03 08:07,214,recommendation,tablet
5180,4947,22,view,2026-02-21 01:14,288,search,desktop
5181,1869,977,click,2026-03-22 08:45,192,email,mobile
5182,4953,1453,view,2026-02-16 15:54,31,email,mobile
5183,4160,601,save,2026-04-15 00:09,110,recommendation,desktop
5184,4730,232,click,2026-04-16 08:14,91,recommendation,tablet
5185,3648,2411,view,2026-03-20 15:32,296,email,desktop
5186,3939,1538,click,2026-02-25 01:11,76,search,mobile
5187,1563,947,view,2026-04-08 19:47,274,search,desktop
5188,2372,1647,click,2026-04-06 11:44,44,email,mobile
5189,1811,438,click,2026-04-07 13:27,125,email,desktop
5190,1799,2658,view,2026-01-25 01:07,287,search,tablet
5191,5649,1609,save,2026-02-12 07:59,270,search,mobile
5192,1018,238,view,2026-01-29 23:28,284,recommendation,tablet
5193,2189,162,apply,2026-05-06 12:47,248,email,mobile
5194,2799,929,view,2026-01-25 20:39,267,recommendation,tablet
5195,1444,315,view,2026-01-31 19:47,211,direct,tablet
5196,3660,1202,view,2026-02-07 11:10,194,recommendation,tablet
5197,3642,2955,view,2026-03-19 00:09,199,search,desktop
5198,1868,367,click,2026-02-09 06:31,184,search,mobile
5199,3691,1535,save,2026-03-07 14:07,127,recommendation,desktop
5200,2314,2152,view,2026-04-07 17:18,240,email,mobile
5201,1940,2507,apply,2026-04-15 12:24,67,recommendation,mobile
5202,5752,1799,save,2026-04-21 09:54,32,direct,desktop
5203,5481,2035,view,2026-04-27 13:36,255,email,mobile
5204,1323,69,view,2026-01-16 19:58,211,recommendation,desktop
5205,4068,1379,save,2026-05-07 06:12,79,email,desktop
5206,4406,878,click,2026-03-06 06:04,108,direct,mobile
5207,2904,2891,click,2026-04-02 21:28,291,email,desktop
5208,2609,2301,click,2026-02-02 12:25,161,recommendation,tablet
5209,2726,1482,apply,2026-01-24 18:15,87,email,desktop
5210,2736,1124,view,2026-05-06 07:41,204,recommendation,desktop
5211,1308,1333,view,2026-04-18 18:55,263,search,mobile
5212,4857,225,apply,2026-04-25 14:59,172,recommendation,desktop
5213,3067,127,view,2026-03-10 08:05,255,search,mobile
5214,1634,1529,click,2026-04-05 23:49,50,email,mobile
5215,5812,2551,apply,2026-04-18 09:23,156,direct,mobile
5216,4201,580,apply,2026-03-11 08:58,144,email,mobile
5217,3864,2,view,2026-04-19 15:42,57,search,tablet
5218,1719,63,apply,2026-03-07 04:52,218,direct,tablet
5219,2763,732,view,2026-02-14 23:17,292,recommendation,tablet
5220,1270,1557,view,2026-04-13 16:23,289,recommendation,tablet
5221,4387,2870,apply,2026-03-03 17:58,210,recommendation,mobile
5222,1349,2055,click,2026-05-07 10:47,290,email,desktop
5223,4722,2348,save,2026-02-02 16:09,297,direct,mobile
5224,3088,1457,apply,2026-03-16 23:46,100,recommendation,desktop
5225,5968,2035,save,2026-01-12 00:23,267,search,mobile
5226,2003,2567,view,2026-01-15 19:34,291,search,mobile
5227,2698,1637,apply,2026-02-07 02:21,140,search,mobile
5228,5011,1655,view,2026-04-28 22:58,64,recommendation,desktop
5229,5070,2725,apply,2026-03-25 22:43,284,recommendation,desktop
5230,3740,2206,click,2026-01-15 11:10,218,search,mobile
5231,2443,2478,save,2026-05-08 18:08,122,recommendation,mobile
5232,3671,758,save,2026-01-28 08:00,170,email,desktop
5233,4326,2877,apply,2026-02-08 17:50,52,recommendation,mobile
5234,1740,1707,click,2026-02-04 06:28,125,email,tablet
5235,5243,1610,click,2026-02-19 21:20,266,search,mobile
5236,4378,2699,view,2026-03-14 08:22,42,search,desktop
5237,3341,1520,view,2026-05-07 19:37,45,search,tablet
5238,3478,2065,click,2026-03-02 18:57,251,search,desktop
5239,3295,674,view,2026-03-15 04:46,284,email,mobile
5240,5188,1046,save,2026-05-07 17:38,196,recommendation,mobile
5241,1416,256,click,2026-02-04 04:35,164,email,mobile
5242,2094,2717,save,2026-04-05 02:56,164,recommendation,desktop
5243,3957,333,save,2026-04-12 12:45,199,email,desktop
5244,1749,892,apply,2026-03-28 15:51,229,direct,desktop
5245,4443,1686,view,2026-01-14 03:43,189,email,desktop
5246,5278,2484,click,2026-04-28 12:22,203,search,desktop
5247,4460,1147,apply,2026-02-06 19:50,45,direct,mobile
5248,5064,1962,click,2026-03-25 01:39,246,email,mobile
5249,2514,996,view,2026-04-04 08:47,83,email,tablet
5250,4755,1827,view,2026-04-05 08:34,51,direct,mobile
5251,5006,2618,click,2026-05-01 05:30,58,search,tablet
5252,5419,2804,view,2026-04-02 12:57,194,recommendation,mobile
5253,4679,509,click,2026-03-11 09:10,156,email,mobile
5254,1505,23,save,2026-04-25 04:32,71,recommendation,desktop
5255,3941,1399,view,2026-04-28 17:17,297,recommendation,mobile
5256,5349,2037,click,2026-04-22 06:36,104,recommendation,desktop
5257,4881,504,save,2026-04-11 08:19,190,recommendation,tablet
5258,1910,781,apply,2026-02-04 00:21,168,search,tablet
5259,3368,2764,save,2026-04-30 12:21,97,email,mobile
5260,5459,2164,click,2026-03-19 10:32,263,recommendation,mobile
5261,3871,924,apply,2026-04-27 00:03,115,email,mobile
5262,3217,1425,save,2026-01-23 08:22,34,email,tablet
5263,1720,711,click,2026-02-18 22:05,61,search,tablet
5264,1723,2683,apply,2026-01-31 09:54,186,search,tablet
5265,2624,366,apply,2026-05-07 07:24,263,direct,tablet
5266,3439,2956,apply,2026-01-28 17:02,167,direct,mobile
5267,5722,1351,click,2026-03-12 12:30,299,search,mobile
5268,1633,2143,apply,2026-02-20 02:43,227,recommendation,desktop
5269,5450,1096,click,2026-03-27 05:11,94,email,mobile
5270,5572,2899,save,2026-01-26 09:52,276,email,desktop
5271,1781,2819,apply,2026-01-27 07:54,40,direct,desktop
5272,1003,1972,save,2026-02-09 13:36,239,recommendation,mobile
5273,4724,143,view,2026-04-23 09:38,35,search,mobile
5274,1022,610,save,2026-01-28 13:11,147,direct,mobile
5275,3007,851,save,2026-05-10 05:31,259,direct,tablet
5276,2084,2621,save,2026-02-21 09:45,234,recommendation,desktop
5277,4220,914,view,2026-03-04 23:03,233,recommendation,mobile
5278,4309,806,apply,2026-01-15 05:49,110,search,desktop
5279,3355,1027,view,2026-04-13 05:17,211,direct,desktop
5280,3958,2975,click,2026-04-06 16:19,55,search,tablet
5281,5785,2529,click,2026-02-01 09:41,89,recommendation,mobile
5282,2508,2768,save,2026-01-31 19:08,248,direct,tablet
5283,3770,102,click,2026-02-15 06:30,151,email,tablet
5284,5610,2627,apply,2026-01-27 15:31,220,direct,desktop
5285,2271,214,apply,2026-02-09 14:17,82,direct,desktop
5286,3869,1080,save,2026-03-03 18:03,85,email,desktop
5287,4371,2113,save,2026-04-23 11:45,262,search,mobile
5288,5436,2367,save,2026-03-11 23:55,51,recommendation,desktop
5289,2246,564,save,2026-02-22 18:03,51,email,mobile
5290,3474,947,apply,2026-02-13 22:27,255,direct,tablet
5291,3868,788,click,2026-01-25 23:24,101,direct,mobile
5292,3483,167,click,2026-01-25 12:39,38,search,desktop
5293,2766,1641,save,2026-04-25 03:34,186,direct,mobile
5294,5516,2382,view,2026-02-23 16:13,249,direct,mobile
5295,4566,786,apply,2026-02-13 06:32,177,search,tablet
5296,4184,1665,view,2026-02-12 06:41,224,email,mobile
5297,5753,702,apply,2026-04-15 00:33,13,direct,mobile
5298,4835,2239,save,2026-04-20 04:58,229,direct,tablet
5299,3900,691,view,2026-05-09 11:38,59,recommendation,desktop
5300,2717,1038,apply,2026-03-24 14:17,259,recommendation,tablet
5301,5147,1915,click,2026-02-17 11:25,136,direct,mobile
5302,3371,1050,click,2026-03-03 04:48,260,recommendation,desktop
5303,2369,547,view,2026-01-22 02:23,170,email,desktop
5304,3073,2865,click,2026-04-21 11:07,219,recommendation,mobile
5305,2330,2595,view,2026-03-06 06:26,7,recommendation,desktop
5306,1177,184,save,2026-03-22 06:55,140,recommendation,mobile
5307,2163,2160,save,2026-01-12 06:33,86,recommendation,mobile
5308,4452,685,view,2026-01-18 09:41,162,search,mobile
5309,2214,891,view,2026-04-13 09:19,218,search,tablet
5310,4834,2957,click,2026-02-19 06:01,24,email,mobile
5311,5498,2998,click,2026-01-20 09:03,33,recommendation,mobile
5312,4662,2540,save,2026-02-07 08:14,91,direct,desktop
5313,2721,788,click,2026-03-17 19:05,84,recommendation,tablet
5314,5640,2225,view,2026-01-19 13:31,64,search,tablet
5315,4761,1222,view,2026-05-06 04:57,92,search,tablet
5316,3180,760,save,2026-01-31 12:24,266,direct,mobile
5317,1174,1386,apply,2026-01-19 00:23,251,search,tablet
5318,2060,1999,apply,2026-02-12 12:14,69,search,desktop
5319,1457,1006,view,2026-01-30 10:37,248,direct,mobile
5320,3741,1507,save,2026-03-08 11:25,255,direct,desktop
5321,3345,454,save,2026-03-31 14:35,42,recommendation,tablet
5322,4570,211,apply,2026-03-16 04:31,276,search,tablet
5323,3904,29,click,2026-04-15 17:25,232,search,desktop
5324,1553,1967,view,2026-03-27 04:41,84,search,desktop
5325,4795,1017,view,2026-02-16 01:06,177,search,mobile
5326,5442,2620,click,2026-03-03 20:48,251,search,mobile
5327,1845,2447,apply,2026-01-30 20:32,164,email,tablet
5328,2227,2990,view,2026-02-09 18:12,13,recommendation,mobile
5329,5002,1326,apply,2026-04-26 04:36,20,recommendation,tablet
5330,3952,372,click,2026-02-02 13:52,264,search,desktop
5331,3795,2802,save,2026-02-21 03:14,142,email,mobile
5332,3206,2955,apply,2026-04-07 11:25,51,email,desktop
5333,4868,1019,save,2026-04-04 23:51,237,direct,mobile
5334,2987,718,save,2026-04-13 01:40,101,direct,mobile
5335,3221,2254,save,2026-04-26 21:14,138,direct,tablet
5336,2152,1552,save,2026-02-13 01:16,69,email,mobile
5337,5124,2891,click,2026-05-04 21:44,82,recommendation,desktop
5338,2584,1195,click,2026-03-29 13:35,223,email,mobile
5339,2028,2140,save,2026-02-28 01:13,95,recommendation,tablet
5340,5667,1607,apply,2026-02-02 01:25,138,direct,mobile
5341,1318,1182,view,2026-04-02 17:43,264,direct,desktop
5342,4722,41,view,2026-01-24 14:39,125,direct,desktop
5343,1073,473,save,2026-01-28 03:51,222,recommendation,mobile
5344,4148,489,view,2026-03-15 17:50,42,direct,tablet
5345,2837,918,view,2026-03-12 23:23,78,recommendation,desktop
5346,2929,1782,save,2026-04-24 06:40,239,recommendation,desktop
